地市,告警最后发生时间,网元名称,告警标题,网络类型,网络专业,厂商告警号,原始告警名称,告警定位信息,家宽客户数量,网管告警级别,集客业务数量,设备厂家名称,告警工程状态,告警清除状态,告警对象设备类型,告警对象设备名称,设备类型,预处理状态,衍生规则结果,工单号,告警清除时间,标准化标志,衍生时间,预计创单时间,告警首次处理时间,告警首次采集时间,集客客户级别,集客业务级别,电路ID,是否隐患告警,集客专线跨域属性,集客客户数量,跨省集客告警信息,探针名称,RCA资源匹配参数,ONU标识,IT专业设备CI号,网管告警ID
宁波市,2023/6/4 6:27,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-04 06:27:23出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230604-00098,2023/6/4 7:07,标准化成功,,2023/6/4 6:32,2023/6/4 6:27,2023/6/4 6:27,,A,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/6/4 4:27,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-04 04:27:21出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230604-00063,2023/6/4 5:03,标准化成功,,2023/6/4 4:32,2023/6/4 4:27,2023/6/4 4:27,,A,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/6/3 12:55,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-03 12:55:33出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230603-00236,2023/6/3 13:23,标准化成功,,2023/6/3 13:00,2023/6/3 12:55,2023/6/3 12:55,,A,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
嘉兴市,2023/6/3 1:36,cmiot5gjhjkjxms2.zj,嘉兴玛氏食品5G无人叉车项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:嘉兴玛氏食品5G无人叉车项目,2023-06-03 00:06:09出现嘉兴玛氏食品5G无人叉车项目DNN用户数较预测值突降异常预警，当前用户数0,预测用户数6。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhjkjxms2.zj,5G业务性能,未诊断,衍生父告警,,2023/6/17 0:10,标准化成功,2023/6/3 1:36,,2023/6/3 1:36,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
嘉兴市,2023/6/3 0:06,cmiot5gjhjkjxms2.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:嘉兴玛氏食品5G无人叉车项目,2023-06-03 00:06:09出现嘉兴玛氏食品5G无人叉车项目DNN用户数较预测值突降异常预警，当前用户数0,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhjkjxms2.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230603-00004,2023/6/17 0:10,标准化成功,2023/6/3 1:36,2023/6/3 0:11,2023/6/3 0:06,2023/6/3 0:06,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/6/2 23:55,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 23:55:35出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230603-00001,2023/6/3 0:07,标准化成功,,2023/6/3 0:00,2023/6/2 23:55,2023/6/2 23:55,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
温州市,2023/6/2 18:29,cmiot5gwzlczhzf.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:温州市鹿城区综合行政执法局执法记录仪5G专网,2023-06-02 18:29:16出现温州市鹿城区综合行政执法局执法记录仪5G专网DNN用户数较预测值突降异常预警，当前用户数5,预测用户数10。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzlczhzf.zj,5G业务性能,未诊断,正常,,2023/6/2 18:33,标准化成功,,2023/6/2 18:34,2023/6/2 18:29,2023/6/2 18:29,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
温州市,2023/6/2 17:37,cmiot5gwzlczhzf.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:温州市鹿城区综合行政执法局执法记录仪5G专网,2023-06-02 17:37:18出现温州市鹿城区综合行政执法局执法记录仪5G专网DNN用户数较预测值突降异常预警，当前用户数11,预测用户数25。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzlczhzf.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00462,2023/6/2 18:09,标准化成功,,2023/6/2 17:42,2023/6/2 17:37,2023/6/2 17:37,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/6/2 12:02,cmiot5gmdbks1nb.zj,摩多科技-慈城5G工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:摩多科技-慈城5G工厂项目,2023-06-02 10:32:19出现摩多科技-慈城5G工厂项目DNN用户数较预测值突降异常预警，当前用户数0,预测用户数30。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gmdbks1nb.zj,5G业务性能,未诊断,衍生父告警,,2023/6/7 17:56,标准化成功,2023/6/2 12:02,,2023/6/2 12:02,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
宁波市,2023/6/2 12:00,cmiot5gymdcnb.zj,浙江野马电池5G工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江野马电池5G工厂项目,2023-06-02 10:30:17出现浙江野马电池5G工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gymdcnb.zj,5G业务性能,未诊断,衍生父告警,,2023/6/2 19:46,标准化成功,2023/6/2 12:00,,2023/6/2 12:00,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
金华市,2023/6/2 10:35,cmiot5gjhwcwbgc.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-06-02 10:35:24出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数4,预测用户数8。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00246,2023/6/2 10:43,标准化成功,,2023/6/2 10:40,2023/6/2 10:35,2023/6/2 10:35,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/6/2 10:32,cmiot5gymdcnb.zj,[衍生告警]宁波市地市2个5G专网业务异常预警,5G专网,集客,2002-007-421-20-999108,单地市 多个5G专网业务异常预警,"项目名称:浙江野马电池5G工厂项目,2023-06-02 10:30:17出现浙江野马电池5G工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gymdcnb.zj,5G业务性能,未诊断,衍生父告警,ZQ-1-017-20230602-00245,2023/6/7 17:56,标准化成功,2023/6/2 10:32,2023/6/2 10:37,2023/6/2 10:32,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999108
宁波市,2023/6/2 10:32,cmiot5gmdbks1nb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:摩多科技-慈城5G工厂项目,2023-06-02 10:32:19出现摩多科技-慈城5G工厂项目DNN用户数较预测值突降异常预警，当前用户数0,预测用户数30。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gmdbks1nb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230602-00245,2023/6/7 17:56,标准化成功,2023/6/2 10:32,2023/6/2 10:37,2023/6/2 10:32,2023/6/2 10:32,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999106
宁波市,2023/6/2 10:30,cmiot5gymdcnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江野马电池5G工厂项目,2023-06-02 10:30:17出现浙江野马电池5G工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gymdcnb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230602-00245,2023/6/2 19:46,标准化成功,2023/6/2 10:32,2023/6/2 10:35,2023/6/2 10:30,2023/6/2 10:30,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
宁波市,2023/6/2 6:41,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 06:41:24出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00102,2023/6/2 6:57,标准化成功,,2023/6/2 6:46,2023/6/2 6:41,2023/6/2 6:41,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/6/2 4:57,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 04:57:28出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00075,2023/6/2 5:13,标准化成功,,2023/6/2 5:02,2023/6/2 4:57,2023/6/2 4:57,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/6/2 4:33,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 04:33:24出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00072,2023/6/2 4:53,标准化成功,,2023/6/2 4:38,2023/6/2 4:33,2023/6/2 4:33,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/6/2 3:57,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 03:57:27出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00065,2023/6/2 4:17,标准化成功,,2023/6/2 4:02,2023/6/2 3:57,2023/6/2 3:57,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
温州市,2023/6/2 3:33,cmiot5gwzlwgsjj.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:温州高速交警5G专网,2023-06-02 03:33:40出现温州高速交警5G专网DNN用户数较预测值突降异常预警，当前用户数3,预测用户数6。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzlwgsjj.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00059,2023/6/2 3:53,标准化成功,,2023/6/2 3:38,2023/6/2 3:33,2023/6/2 3:33,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
宁波市,2023/6/2 2:41,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 02:41:27出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00050,2023/6/2 2:57,标准化成功,,2023/6/2 2:46,2023/6/2 2:41,2023/6/2 2:41,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
宁波市,2023/6/2 2:17,cmiot5ggaczydnb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-02 02:17:24出现宁波市公安局5G移动接处警设备联网项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230602-00043,2023/6/2 2:33,标准化成功,,2023/6/2 2:22,2023/6/2 2:17,2023/6/2 2:17,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
宁波市,2023/6/1 23:36,cmiot5gmdbks1nb.zj,摩多科技-慈城5G工厂项目业务中断超1.5小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:摩多科技-慈城5G工厂项目,2023-06-01 22:06:23出现摩多科技-慈城5G工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gmdbks1nb.zj,5G业务性能,未诊断,衍生父告警,,2023/6/7 14:16,标准化成功,2023/6/1 23:36,,2023/6/1 23:36,,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999111
宁波市,2023/6/1 22:06,cmiot5gmdbks1nb.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:摩多科技-慈城5G工厂项目,2023-06-01 22:06:23出现摩多科技-慈城5G工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gmdbks1nb.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230601-00580,2023/6/7 14:15,标准化成功,2023/6/1 23:36,2023/6/1 22:11,2023/6/1 22:06,2023/6/1 22:06,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
宁波市,2023/6/1 21:09,cmiot5ggaczydnb.zj,DNN用户数较预测值突降异常预警,5G专网,集客,11000002,,"项目名称:宁波市公安局5G移动接处警设备联网项目,2023-06-01 21:09:30出现宁波市公安局5G移动接处警设备联网项目DNN用户数较预测值突降异常预警，当前用户数3,预测用户数7。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5ggaczydnb.zj,5G业务性能,未诊断,正常,,2023/6/1 21:13,标准化成功,,2023/6/1 21:14,2023/6/1 21:09,2023/6/1 21:09,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999106
省公司,2023/6/1 14:18,cmiot5gzjyhyxgs1.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,2023-06-01 14:18:30出现浙江英鸿新型建材有限公司订购5G专网专享开通业务DNN用户数全掉线异常预警，当前用户数0。,0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzjyhyxgs1.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230601-00396,2023/6/1 14:41,标准化成功,,2023/6/1 14:23,2023/6/1 14:18,2023/6/1 14:18,,未知,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
温州市,2023/6/1 14:17,cmiot5gyqlsd.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江朗诗德健康饮水设备股份有限公司,2023-06-01 14:17:39出现浙江朗诗德健康饮水设备股份有限公司DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gyqlsd.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230601-00394,2023/6/1 14:40,标准化成功,2023/6/1 14:18,2023/6/1 14:22,2023/6/1 14:17,2023/6/1 14:17,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
舟山市,2023/6/1 14:17,cmiot5gzhcg.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:舟山市综合行政执法局（舟山市城市管理局）订购5G专网专享开通业务-1##舟山市综合行政执法局（舟山市城市管理局）订购5G专网专享开通业务,2023-06-01 14:17:07出现舟山市综合行政执法局DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzhcg.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230601-00393,2023/6/1 14:34,标准化成功,,2023/6/1 14:22,2023/6/1 14:17,2023/6/1 14:17,,AAA,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
温州市,2023/6/1 14:17,cmiot5gwzdlcc.zj,[衍生告警]温州市地市2个5G专网业务异常预警,5G专网,集客,2002-007-421-20-999108,单地市 多个5G专网业务异常预警,"项目名称:浙江温州国网电力智慧仓储专享项目_BL##温州电力5G仓储,2023-06-01 14:16:25出现温州电力5G输电DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzdlcc.zj,5G业务性能,未诊断,衍生父告警,ZQ-1-017-20230601-00394,2023/6/1 14:41,标准化成功,2023/6/1 14:17,2023/6/1 14:22,2023/6/1 14:17,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999108
温州市,2023/6/1 14:16,cmiot5gwzdlsd.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:温州电力5G输电##浙江温州国网电力输电专享专网项目_BL##国网浙江省电力有限公司温州供电公司订购5G专网专享开通业务,2023-06-01 14:16:51出现温州电力5G输电DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzdlsd.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230601-00394,2023/6/1 14:34,标准化成功,2023/6/1 14:17,2023/6/1 14:21,2023/6/1 14:16,2023/6/1 14:16,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10_2,,,,2002-007-421-20-999107
金华市,2023/6/1 14:16,cmiot5gjhwyhlgc.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:华丽电器制造有限公司5G智慧工厂建设项目,2023-06-01 14:16:29出现华丽电器制造有限公司5G智慧工厂建设项目DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwyhlgc.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230601-00392,2023/6/1 14:33,标准化成功,,2023/6/1 14:21,2023/6/1 14:16,2023/6/1 14:16,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
温州市,2023/6/1 14:16,cmiot5gwzdlcc.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江温州国网电力智慧仓储专享项目_BL##温州电力5G仓储,2023-06-01 14:16:25出现温州电力5G输电DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gwzdlcc.zj,5G业务性能,未诊断,衍生子告警,ZQ-1-017-20230601-00394,2023/6/1 14:33,标准化成功,2023/6/1 14:17,2023/6/1 14:21,2023/6/1 14:16,2023/6/1 14:16,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
绍兴市,2023/6/1 14:16,cmiot5gzjmrhqkj.zj,DNN用户数全掉线异常预警,5G专网,集客,11000003,,"项目名称:浙江鸣荣化纤科技有限公司订购5G专网专享开通业务,2023-06-01 14:16:17出现绍兴浙江鸣荣化纤科技公司DNN用户数全掉线异常预警，当前用户数0。",0,三级告警,0,华为,正常,已清除,5G业务性能,cmiot5gzjmrhqkj.zj,5G业务性能,未诊断,正常,ZQ-1-017-20230601-00391,2023/6/1 14:33,标准化成功,,2023/6/1 14:21,2023/6/1 14:16,2023/6/1 14:16,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999107
金华市,2023/6/1 13:43,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-06-01 10:43:00出现浙江金华威邦机电5G未来工厂项目DNN用户数全掉线异常预警，当前用户数0。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/6/2 7:38,标准化成功,2023/6/1 13:43,,2023/6/1 13:43,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
金华市,2023/6/1 13:31,cmiot5gjhwcwbgc.zj,浙江金华威邦机电5G未来工厂项目业务中断超3小时,5G专网,集客,2002-007-421-20-999111,XXX项目业务中断超X小时,"项目名称:浙江金华威邦机电5G未来工厂项目,2023-06-01 10:31:03出现浙江金华威邦机电5G未来工厂项目DNN用户数较预测值突降异常预警，当前用户数4,预测用户数8。",0,四级告警,0,华为,正常,已清除,5G业务性能,cmiot5gjhwcwbgc.zj,5G业务性能,未诊断,衍生父告警,,2023/6/2 7:49,标准化成功,2023/6/1 13:31,,2023/6/1 13:31,,,普通,,,地市内,0,,gz_px_Alarm_SJYWPTlarm_r2p10,,,,2002-007-421-20-999111
